,C0,C1,r,delta,theta,thetaG,alpha_0,alpha_1,beta_1,U_G,U_D,Gstrategy,Dstrategy,backfiring_flag,beta_0,U_pareto,U_pareto_dominates_anarchy,U_dominates_anarchy
0,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.0,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
1,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.03333333333333333,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
2,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.06666666666666667,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
3,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.1,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
4,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.13333333333333333,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
5,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.16666666666666666,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
6,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.2,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
7,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.23333333333333334,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
8,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.26666666666666666,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
9,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.3,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
10,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.3333333333333333,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
11,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.36666666666666664,0.0,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
12,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.4,0.0,0.25,0.5,0.4,0.3875,0.22749999999999998,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",1,0.0,0,0,0
13,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.43333333333333335,0.0,0.25,0.5,0.43333333333333335,0.4041666666666667,0.21638888888888885,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",1,0.0,0,0,0
14,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.4666666666666667,0.0,0.25,0.5,0.4666666666666667,0.42083333333333334,0.20305555555555554,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",1,0.0,0,0,0
15,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.5,0.0,0.25,0.5,0.5,0.4375,0.1875,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.0,0,0,0
16,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.5333333333333333,0.0,0.25,0.5,0.5333333333333333,0.4541666666666666,0.16972222222222216,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.0,0,0,0
17,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.5666666666666667,0.0,0.25,0.5,0.5666666666666667,0.4708333333333333,0.14972222222222226,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.0,0,0,0
18,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.6,0.0,0.25,0.5,0.6,0.48750000000000004,0.12750000000000006,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.0,0,0,0
19,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.6333333333333333,0.0,0.25,0.5,0.6333333333333333,0.5041666666666667,0.10305555555555557,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.0,0,0,0
20,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.6666666666666666,0.0,0.25,0.5,0.6666666666666666,0.5208333333333333,0.07638888888888884,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.0,0,0,0
21,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.7,0.0,0.25,0.5,0.7,0.5375,0.04749999999999999,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.0,0,0,0
22,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.7333333333333333,0.0,0.25,0.5,0.7333333333333333,0.5541666666666667,0.01638888888888901,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.0,0,0,0
23,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.7666666666666666,0.0,0.25331674269395327,0.5033167426939533,0.7666666666666666,0.5707216076165753,2.0132619706902943e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.010036181278759979,0,0,0
24,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.8,0.0,0.25984592395569067,0.5098459239556907,0.8,0.5864842918405194,2.039378695806171e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.03031115208861869,0,0,0
25,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.8333333333333334,0.0,0.2662454549595729,0.516245454959573,0.8333333333333334,0.6013174947776552,2.0649768197600338e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.050845423414187525,0,0,0
26,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.8666666666666667,0.0,0.27252276546208654,0.5225227654620865,0.8666666666666667,0.615196041548414,2.090086061889984e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.07162413574249357,0,0,0
27,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.9,0.0,0.2786846015989045,0.5286846015989045,0.9,0.6280961733211226,2.1147334063886802e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.09263379680219098,0,0,0
28,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.9333333333333333,0.0,0.2847371108333444,0.5347371108333444,0.9333333333333333,0.6399954193244312,2.13894344336385e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.11386211166664445,0,0,0
29,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.9666666666666667,0.0,0.29068591379634734,0.5406859137963473,0.9666666666666667,0.6508724844938032,2.1627386553868533e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.13529783907397192,0,0,0
30,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.0,0.0,0.29653616540862676,0.5465361654086267,1.0,0.6607071503789164,2.186139661630726e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.15693066918274642,0,0,0
31,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.0333333333333332,0.0,0.3022926071768464,0.5522926071768464,1.0333333333333332,0.669480187364841,2.2091654285905094e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.1787511189796403,0,0,0
32,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.0666666666666667,0.0,0.30795961217325385,0.5579596121732538,1.0666666666666667,0.6771732765983199,2.231833448829157e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.20075044232015887,0,0,0
33,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.1,0.0,0.31354122391228306,0.563541223912283,1.1,0.6837689402815288,2.25415989552058e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.22292055217543388,0,0,0
34,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.1333333333333333,0.0,0.31904119010671295,0.569041190106713,1.1333333333333333,0.6892504792143737,2.276159760450369e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.2452539531199074,0,0,0
35,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.1666666666666667,0.0,0.32446299210430646,0.5744629921043065,1.1666666666666667,0.6936019166440083,2.2978469684797886e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.2677436824580538,0,0,0
36,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2,0.0,0.32980987066188033,0.5798098706618804,1.2,0.6968079476255024,2.319234482572874e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.29038325867623915,0,0,0
37,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2333333333333334,0.0,0.3350848485988417,0.5850848485988417,1.2333333333333334,0.6988538932170603,2.3403343942796084e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.31316663613565,0,0,0
38,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2666666666666666,0.0,0.3402907507798992,0.5902907507798991,1.2666666666666666,0.699725658932034,2.3611580030058477e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.3360881651068681,0,0,0
39,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3,0.0,0.345430221802018,0.595430221802018,1.3,0.6994096969521895,2.381715887178615e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.359142556395964,0,0,0
40,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3333333333333333,0.0,0.35050574169997933,0.6005057416999793,1.3333333333333333,0.6978929716754263,2.4020179667516572e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.38232484993337457,0,0,0
41,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3666666666666667,0.0,0.35551963993527047,0.6055196399352705,1.3666666666666667,0.6951629282288898,2.422073559604776e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.4056303867961256,0,0,0
42,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.4,0.0,0.36047410789221573,0.6104741078922158,1.4,0.691207463627151,2.4418914312818174e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.42905478421556836,0,0,0
43,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.4333333333333333,0.0,0.3653712100715434,0.6153712100715434,1.4333333333333333,0.686014900296434,2.46147984017675e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.45259391319024656,0,0,0
44,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.4666666666666666,0.0,0.3702128941435898,0.6202128941435898,1.4666666666666666,0.67957396172102,2.4808465766135157e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.4762438783794868,0,0,0
45,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5,0.0,0.375001,0.6250009999999999,1.5,0.6718737499980001,2.4999990002605443e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.500001,0,0,0
46,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5333333333333332,0.0,0.3797372679232297,0.6297372679232297,1.5333333333333332,0.6629037251123044,2.5189440717721112e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.5238617974868738,0,0,0
47,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5666666666666667,0.0,0.38442334597671807,0.6344233459767181,1.5666666666666667,0.6526536857661042,2.537688383874581e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.5478229747132305,0,0,0
48,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6,0.0,0.38906079670471105,0.639060796704711,1.6,0.6411137516158333,2.556238187123583e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.571881406590578,0,0,0
49,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6333333333333333,0.0,0.39365110321895863,0.6436511032189587,1.6333333333333333,0.6282743467866618,2.574599412774603e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.596034126895416,0,0,0
50,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6666666666666667,0.0,0.39819567473949957,0.6481956747394996,1.6666666666666667,0.6141261845486731,2.59277769898425e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.6202783171876676,0,0,0
51,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7,0.0,0.40269585164820987,0.6526958516482099,1.7,0.5986602530515568,2.6107784065754203e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.6446112967035802,0,0,0
52,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7333333333333334,0.0,0.4071529101064816,0.6571529101064816,1.7333333333333334,0.581867802025625,2.628606640575626e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.6690305131203702,0,0,0
53,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7666666666666666,0.0,0.4115680662821172,0.6615680662821172,1.7666666666666666,0.5637403303665811,2.646267265316027e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.6935335341024322,0,0,0
54,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8,0.0,0.41594248022511593,0.6659424802251159,1.8,0.5442695745299346,2.6637649208627323e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7181180395497682,0,0,0
55,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8333333333333333,0.0,0.4202772594273528,0.6702772594273527,1.8333333333333333,0.5234474976684141,2.681104037893789e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7427818144786277,0,0,0
56,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8666666666666667,0.0,0.42457346209710245,0.6745734620971024,1.8666666666666667,0.5012662794523159,2.6982888485793666e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7675227424724618,0,0,0
57,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9,0.0,0.4288321001758386,0.6788321001758386,1.9,0.47771830651855396,2.715323400792613e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7923387996483227,0,0,0
58,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9333333333333333,0.0,0.43305414212167664,0.6830541421216767,1.9333333333333333,0.4527961634993489,2.732211568323706e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.81722804908998,0,0,0
59,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9666666666666666,0.0,0.43724051548114873,0.6872405154811487,1.9666666666666666,0.4264926245861005,2.7489570619820825e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.8421886357043691,0,0,0
60,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0,0.0,0.44139210926865935,0.6913921092686593,2.0,0.3988006455880758,2.765563437145957e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.8672187814626813,0,0,0
61,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.033333333333333,0.0,0.44550977617091087,0.6955097761709108,2.033333333333333,0.369713356449214,2.782034105086595e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.8923167809915115,0,0,0
62,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0666666666666664,0.0,0.44959433459178444,0.6995943345917844,2.0666666666666664,0.3392240541896163,2.7983723382973835e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9174809974830975,0,0,0
63,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1,0.0,0.45364657055156443,0.7036465705515644,2.1,0.3073261962412279,2.814581282484241e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9427098588968712,0,0,0
64,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1333333333333333,0.0,0.45766723945299126,0.7076672394529913,2.1333333333333333,0.2740133941498506,2.8306639576758386e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9680018544273508,0,0,0
65,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1666666666666665,0.0,0.4616570677253801,0.7116570677253802,2.1666666666666665,0.23927940761799182,2.8466232708801442e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9933555312159063,0,0,0
66,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2,0.0,0.4656167543569402,0.7156167543569403,2.2,0.20311813886520014,2.8624620171946447e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.0187694912861196,0,0,0
67,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2333333333333334,0.0,0.4695469723244474,0.7195469723244474,2.2333333333333334,0.1655236272844529,2.878182889354264e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.0442423886844385,0,0,0
68,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2666666666666666,0.0,0.47344836992855305,0.723448369928553,2.2666666666666666,0.12649004437491285,2.8937884795077196e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.0697729268095604,0,0,0
69,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.3,0.0,0.4773215720422296,0.7273215720422296,2.3,0.0860116889329352,2.909281288099308e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.0953598559155406,0,0,0
70,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.3333333333333335,0.0,0.481167181279162,0.731167181279162,2.3333333333333335,0.044082982484658695,2.924663725201171e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1210019707750094,0,0,0
71,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.3666666666666667,0.0,0.4849857790882714,0.7349857790882715,2.3666666666666667,0.000698464944784094,2.9399381162864557e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1466981084901238,0,0,0
72,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.4,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
73,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.433333333333333,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
74,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.466666666666667,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
75,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.5,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
76,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.015,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
77,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.048133333333333334,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
78,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.08126666666666667,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
79,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.1144,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
80,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.14753333333333335,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
81,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.1806666666666667,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
82,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.2138,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
83,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.24693333333333334,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
84,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.2800666666666667,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
85,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.31320000000000003,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
86,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.3463333333333334,0.015,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
87,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.3794666666666667,0.015,0.25,0.5,0.3794666666666667,0.3770083333333333,0.2443973822222222,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",1,0.015,0,0,0
88,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.4126,0.015,0.25,0.5,0.4126,0.393575,0.23571424000000002,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",1,0.015,0,0,0
89,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.44573333333333337,0.015,0.25,0.5,0.44573333333333337,0.4101416666666666,0.2248354622222222,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",1,0.015,0,0,0
90,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.47886666666666666,0.015,0.25,0.5,0.47886666666666666,0.42670833333333336,0.21176104888888891,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",1,0.015,0,0,0
91,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.512,0.015,0.25,0.5,0.512,0.443275,0.19649099999999997,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.015,0,0,0
92,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.5451333333333334,0.015,0.25,0.5,0.5451333333333334,0.4598416666666666,0.1790253155555555,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.015,0,0,0
93,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.5782666666666667,0.015,0.25,0.5,0.5782666666666667,0.4764083333333333,0.15936399555555553,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.015,0,0,0
94,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.6114,0.015,0.25,0.5,0.6114,0.49297500000000005,0.13750704000000002,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.015,0,0,0
95,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.6445333333333334,0.015,0.25,0.5,0.6445333333333334,0.5095416666666667,0.11345444888888884,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.015,0,0,0
96,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.6776666666666668,0.015,0.25,0.5,0.6776666666666668,0.5261083333333333,0.08720622222222207,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.015,0,0,0
97,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.7108,0.015,0.25,0.5,0.7108,0.5426749999999999,0.058762360000000013,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.015,0,0,0
98,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.7439333333333333,0.015,0.25,0.5,0.7439333333333333,0.5592416666666666,0.028122862222222267,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.015,0,0,0
99,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.7770666666666667,0.015,0.25536824168012867,0.5053682416801286,0.7770666666666667,0.5757377424376763,2.0214679666841207e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.016333183306409326,0,0,0
100,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.8102,0.015,0.26181758915325315,0.5118175891532531,0.8102,0.5911231390031977,2.0472653565750676e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.036567821693493714,0,0,0
101,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.8433333333333334,0.015,0.26814116190817877,0.5181411619081788,0.8433333333333334,0.6055824049093247,2.072559647570138e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.05705400951697584,0,0,0
102,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.8764666666666667,0.015,0.2743460435041806,0.5243460435041807,0.8764666666666667,0.6190912516015219,2.0973791740042103e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.07777757965830547,0,0,0
103,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.9096000000000001,0.015,0.28043867655362686,0.5304386765536269,0.9096000000000001,0.6316267336152724,2.1217497061520874e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.09872564689274631,0,0,0
